InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
INV500089,P1021,Premium Tea Pack,Grocery,5,2025-09-29 11:01:00,372.01,C10330,Netherlands,1860.05
INV500089,P1024,Laptop Sleeve,Accessories,8,2025-09-29 11:01:00,884.74,C10330,Netherlands,7077.92
INV500089,P1008,Scented Candle Set,Home,20,2025-09-29 11:01:00,596.88,C10330,Netherlands,11937.6
INV500091,P1023,Water Bottle,Fitness,2,2025-02-25 18:53:00,517.83,C10050,United Kingdom,1035.66
INV500092,P1020,USB-C Cable,Electronics,5,2025-02-21 18:33:00,170.7,C10431,United Kingdom,853.5
INV500092,P1023,Water Bottle,Fitness,1,2025-02-21 18:33:00,547.89,C10431,United Kingdom,547.89
INV500093,P1008,Scented Candle Set,Home,1,2025-04-17 19:59:00,614.99,C10509,United Kingdom,614.99
INV500093,P1001,Organic Cotton T-Shirt,Apparel,6,2025-04-17 19:59:00,524.93,C10509,United Kingdom,3149.58
INV500093,P1022,Dark Chocolate Box,Grocery,5,2025-04-17 19:59:00,618.62,C10509,United Kingdom,3093.1
INV500094,P1006,Wireless Mouse,Electronics,10,2025-01-05 21:08:00,640.7,C10047,United Kingdom,6407.0
INV500094,P1011,Desk Organizer,Office,2,2025-01-05 21:08:00,503.26,C10047,United Kingdom,1006.52
INV500094,P1012,Notebook Pack,Office,1,2025-01-05 21:08:00,215.22,C10047,United Kingdom,215.22
INV500096,P1017,Sunscreen SPF 50,Beauty,1,2025-04-25 18:55:00,528.05,C10579,United Kingdom,528.05
INV500096,P1023,Water Bottle,Fitness,2,2025-04-25 18:55:00,704.19,C10579,United Kingdom,1408.38
INV500097,P1011,Desk Organizer,Office,1,2025-02-08 20:31:00,472.17,C10170,United Kingdom,472.17
INV500097,P1009,Yoga Mat,Fitness,5,2025-02-08 20:31:00,979.96,C10170,United Kingdom,4899.8
INV500098,P1020,USB-C Cable,Electronics,3,2025-10-09 08:52:00,226.95,C10571,India,680.8499999999999
INV500099,P1020,USB-C Cable,Electronics,3,2025-04-25 21:29:00,220.49,C10837,India,661.47
INV500100,P1007,Ceramic Coffee Mug,Home,1,2025-07-29 09:16:00,333.94,C10842,India,333.94
INV500100,P1004,Leather Wallet,Accessories,3,2025-07-29 09:16:00,690.62,C10842,India,2071.86
INV500100,P1030,Sports Socks Pack,Apparel,1,2025-07-29 09:16:00,324.43,C10842,India,324.43
INV500101,P1004,Leather Wallet,Accessories,1,2025-10-24 10:46:00,908.7,C10182,India,908.7
INV500101,P1013,LED Table Lamp,Home,2,2025-10-24 10:46:00,1202.75,C10182,India,2405.5
INV500101,P1022,Dark Chocolate Box,Grocery,5,2025-10-24 10:46:00,558.45,C10182,India,2792.25
INV500101,P1020,USB-C Cable,Electronics,3,2025-10-24 10:46:00,212.37,C10182,India,637.11
INV500102,P1012,Notebook Pack,Office,3,2025-11-23 13:45:00,230.71,C10556,India,692.13
INV500103,P1005,Bluetooth Speaker,Electronics,1,2025-01-07 16:06:00,2014.53,C10433,United Kingdom,2014.53
INV500104,P1012,Notebook Pack,Office,5,2025-06-01 11:48:00,216.16,C10804,Singapore,1080.8
INV500104,P1027,Desk Plant,Home,4,2025-06-01 11:48:00,322.32,C10804,Singapore,1289.28
INV500105,P1021,Premium Tea Pack,Grocery,3,2025-04-26 22:40:00,438.67,C10850,Germany,1316.01
INV500105,P1012,Notebook Pack,Office,1,2025-04-26 22:40:00,199.99,C10850,Germany,199.99
INV500105,P1025,Kitchen Storage Jars,Home,1,2025-04-26 22:40:00,750.26,C10850,Germany,750.26
INV500105,P1019,Phone Stand,Electronics,8,2025-04-26 22:40:00,311.44,C10850,Germany,2491.52
INV500106,P1026,Smart Watch Strap,Electronics,2,2025-09-27 11:11:00,340.39,C10326,Germany,680.78
INV500106,P1017,Sunscreen SPF 50,Beauty,4,2025-09-27 11:11:00,504.48,C10326,Germany,2017.92
INV500106,P1006,Wireless Mouse,Electronics,2,2025-09-27 11:11:00,800.79,C10326,Germany,1601.58
INV500107,P1010,Protein Shaker,Fitness,4,2025-02-28 14:16:00,350.8,C10816,United Kingdom,1403.2
INV500107,P1001,Organic Cotton T-Shirt,Apparel,1,2025-02-28 14:16:00,426.42,C10816,United Kingdom,426.42
INV500107,P1030,Sports Socks Pack,Apparel,3,2025-02-28 14:16:00,268.13,C10816,United Kingdom,804.39
INV500108,P1024,Laptop Sleeve,Accessories,1,2025-08-11 18:52:00,754.74,C10760,United Kingdom,754.74
INV500108,P1022,Dark Chocolate Box,Grocery,2,2025-08-11 18:52:00,574.74,C10760,United Kingdom,1149.48
INV500108,P1005,Bluetooth Speaker,Electronics,3,2025-08-11 18:52:00,2401.63,C10760,United Kingdom,7204.89
INV500108,P1001,Organic Cotton T-Shirt,Apparel,4,2025-08-11 18:52:00,463.31,C10760,United Kingdom,1853.24
INV500108,P1015,Luggage Tag Set,Travel,2,2025-08-11 18:52:00,252.0,C10760,United Kingdom,504.0
INV500108,P1023,Water Bottle,Fitness,1,2025-08-11 18:52:00,637.23,C10760,United Kingdom,637.23
INV500109,P1019,Phone Stand,Electronics,2,2025-10-12 10:07:00,347.11,C10567,United Kingdom,694.22
INV500110,P1020,USB-C Cable,Electronics,1,2025-09-20 10:10:00,176.17,C10662,United Kingdom,176.17
INV500111,P1003,Running Shoes,Footwear,3,2025-11-27 16:04:00,2487.48,C10473,United Kingdom,7462.4400000000005
INV500111,P1009,Yoga Mat,Fitness,6,2025-11-27 16:04:00,933.47,C10473,United Kingdom,5600.82
INV500112,P1008,Scented Candle Set,Home,3,2025-06-11 14:10:00,629.37,C10374,India,1888.1100000000001
INV500113,P1004,Leather Wallet,Accessories,5,2025-07-03 20:19:00,902.18,C10457,Germany,4510.9
INV500113,P1006,Wireless Mouse,Electronics,1,2025-07-03 20:19:00,577.87,C10457,Germany,577.87
INV500113,P1021,Premium Tea Pack,Grocery,6,2025-07-03 20:19:00,406.41,C10457,Germany,2438.46
INV500114,P1015,Luggage Tag Set,Travel,2,2025-10-29 19:54:00,249.19,C10229,United Kingdom,498.38
INV500114,P1017,Sunscreen SPF 50,Beauty,2,2025-10-29 19:54:00,489.34,C10229,United Kingdom,978.68
INV500115,P1008,Scented Candle Set,Home,3,2025-07-03 08:14:00,602.86,C10496,India,1808.58
INV500115,P1003,Running Shoes,Footwear,3,2025-07-03 08:14:00,2142.05,C10496,India,6426.150000000001
INV500115,P1009,Yoga Mat,Fitness,2,2025-07-03 08:14:00,954.64,C10496,India,1909.28
INV500115,P1012,Notebook Pack,Office,10,2025-07-03 08:14:00,179.15,C10496,India,1791.5
INV500116,P1008,Scented Candle Set,Home,1,2025-09-14 22:08:00,523.58,C10007,Netherlands,523.58
INV500116,P1003,Running Shoes,Footwear,2,2025-09-14 22:08:00,2151.14,C10007,Netherlands,4302.28
INV500118,P1011,Desk Organizer,Office,1,2025-09-19 12:10:00,430.49,C10676,India,430.49
INV500118,P1030,Sports Socks Pack,Apparel,1,2025-09-19 12:10:00,255.55,C10676,India,255.55
INV500118,P1015,Luggage Tag Set,Travel,1,2025-09-19 12:10:00,247.41,C10676,India,247.41
INV500118,P1020,USB-C Cable,Electronics,3,2025-09-19 12:10:00,200.58,C10676,India,601.74
INV500119,P1030,Sports Socks Pack,Apparel,2,2025-07-15 13:37:00,272.58,C10809,United Kingdom,545.16
INV500119,P1027,Desk Plant,Home,1,2025-07-15 13:37:00,387.23,C10809,United Kingdom,387.23
INV500119,P1023,Water Bottle,Fitness,2,2025-07-15 13:37:00,612.95,C10809,United Kingdom,1225.9
INV500120,P1016,Face Serum,Beauty,4,2025-09-05 10:23:00,866.03,C10571,India,3464.12
INV500120,P1009,Yoga Mat,Fitness,8,2025-09-05 10:23:00,855.24,C10571,India,6841.92
INV500120,P1010,Protein Shaker,Fitness,1,2025-09-05 10:23:00,335.07,C10571,India,335.07
INV500121,P1020,USB-C Cable,Electronics,8,2025-02-02 12:14:00,191.88,C10091,United Kingdom,1535.04
INV500122,P1020,USB-C Cable,Electronics,3,2025-11-03 16:33:00,233.08,C10803,India,699.24
INV500122,P1006,Wireless Mouse,Electronics,1,2025-11-03 16:33:00,577.05,C10803,India,577.05
INV500122,P1022,Dark Chocolate Box,Grocery,3,2025-11-03 16:33:00,518.85,C10803,India,1556.5500000000002
INV500122,P1002,Denim Jacket,Apparel,1,2025-11-03 16:33:00,1676.84,C10803,India,1676.84
INV500123,P1019,Phone Stand,Electronics,2,2025-05-12 22:34:00,328.06,C10526,Germany,656.12
INV500123,P1009,Yoga Mat,Fitness,1,2025-05-12 22:34:00,860.99,C10526,Germany,860.99
INV500123,P1015,Luggage Tag Set,Travel,3,2025-05-12 22:34:00,277.78,C10526,Germany,833.3399999999999
INV500124,P1007,Ceramic Coffee Mug,Home,1,2025-04-04 19:43:00,269.85,C10276,United Kingdom,269.85
INV500124,P1024,Laptop Sleeve,Accessories,2,2025-04-04 19:43:00,839.26,C10276,United Kingdom,1678.52
INV500124,P1030,Sports Socks Pack,Apparel,4,2025-04-04 19:43:00,300.2,C10276,United Kingdom,1200.8
INV500124,P1008,Scented Candle Set,Home,8,2025-04-04 19:43:00,498.2,C10276,United Kingdom,3985.6
INV500125,P1016,Face Serum,Beauty,1,2025-04-06 16:16:00,874.38,C10266,India,874.38
INV500125,P1020,USB-C Cable,Electronics,2,2025-04-06 16:16:00,233.34,C10266,India,466.68
INV500126,P1005,Bluetooth Speaker,Electronics,20,2025-04-11 10:51:00,2475.59,C10391,Spain,49511.8
INV500126,P1016,Face Serum,Beauty,2,2025-04-11 10:51:00,866.12,C10391,Spain,1732.24
INV500126,P1026,Smart Watch Strap,Electronics,2,2025-04-11 10:51:00,375.25,C10391,Spain,750.5
INV500126,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-11 10:51:00,564.99,C10391,Spain,564.99
INV500126,P1006,Wireless Mouse,Electronics,4,2025-04-11 10:51:00,662.54,C10391,Spain,2650.16
INV500126,P1014,Travel Backpack,Travel,1,2025-04-11 10:51:00,1674.82,C10391,Spain,1674.82
INV500127,P1006,Wireless Mouse,Electronics,1,2025-07-27 21:58:00,737.5,C10586,United Kingdom,737.5
INV500129,P1029,Cotton Bedsheet,Home,4,2025-11-13 10:05:00,1272.42,C10269,India,5089.68
INV500129,P1013,LED Table Lamp,Home,6,2025-11-13 10:05:00,1469.33,C10269,India,8815.98
INV500129,P1010,Protein Shaker,Fitness,8,2025-11-13 10:05:00,353.94,C10269,India,2831.52
INV500130,P1018,Hair Care Kit,Beauty,2,2025-11-24 16:19:00,822.17,C10656,United Kingdom,1644.34
INV500130,P1026,Smart Watch Strap,Electronics,1,2025-11-24 16:19:00,433.06,C10656,United Kingdom,433.06
INV500130,P1003,Running Shoes,Footwear,4,2025-11-24 16:19:00,2867.81,C10656,United Kingdom,11471.24
INV500131,P1010,Protein Shaker,Fitness,2,2025-04-07 21:04:00,343.07,C10423,United Kingdom,686.14
INV500132,P1023,Water Bottle,Fitness,1,2025-04-06 09:18:00,523.67,C10023,United Kingdom,523.67
INV500132,P1015,Luggage Tag Set,Travel,2,2025-04-06 09:18:00,275.12,C10023,United Kingdom,550.24
INV500133,P1027,Desk Plant,Home,2,2025-10-06 15:11:00,287.77,C10074,United Kingdom,575.54
INV500134,P1017,Sunscreen SPF 50,Beauty,10,2025-04-12 15:47:00,577.36,C10035,United Kingdom,5773.6
INV500134,P1022,Dark Chocolate Box,Grocery,2,2025-04-12 15:47:00,509.24,C10035,United Kingdom,1018.48
INV500134,P1007,Ceramic Coffee Mug,Home,2,2025-04-12 15:47:00,246.8,C10035,United Kingdom,493.6
INV500134,P1016,Face Serum,Beauty,3,2025-04-12 15:47:00,960.73,C10035,United Kingdom,2882.19
INV500135,P1025,Kitchen Storage Jars,Home,2,2025-11-13 13:59:00,686.07,C10703,EIRE,1372.14
INV500135,P1002,Denim Jacket,Apparel,3,2025-11-13 13:59:00,1939.35,C10703,EIRE,5818.049999999999
INV500135,P1028,Gift Wrapping Paper,Stationery,2,2025-11-13 13:59:00,168.72,C10703,EIRE,337.44
INV500135,P1012,Notebook Pack,Office,4,2025-11-13 13:59:00,201.98,C10703,EIRE,807.92
INV500135,P1029,Cotton Bedsheet,Home,3,2025-11-13 13:59:00,1235.44,C10703,EIRE,3706.32
INV500136,P1005,Bluetooth Speaker,Electronics,1,2025-09-26 18:31:00,1879.38,C10195,United Kingdom,1879.38
INV500136,P1010,Protein Shaker,Fitness,3,2025-09-26 18:31:00,292.35,C10195,United Kingdom,877.0500000000001
INV500136,P1011,Desk Organizer,Office,6,2025-09-26 18:31:00,502.68,C10195,United Kingdom,3016.08
INV500137,P1020,USB-C Cable,Electronics,1,2025-07-08 20:45:00,168.22,C10842,India,168.22
INV500138,P1008,Scented Candle Set,Home,2,2025-07-17 11:12:00,611.54,C10545,United Kingdom,1223.08
INV500138,P1019,Phone Stand,Electronics,2,2025-07-17 11:12:00,256.39,C10545,United Kingdom,512.78
INV500138,P1021,Premium Tea Pack,Grocery,3,2025-07-17 11:12:00,461.27,C10545,United Kingdom,1383.81
INV500140,P1023,Water Bottle,Fitness,2,2025-06-11 08:49:00,690.85,C10220,United Kingdom,1381.7
INV500140,P1027,Desk Plant,Home,3,2025-06-11 08:49:00,315.45,C10220,United Kingdom,946.3499999999999
INV500140,P1009,Yoga Mat,Fitness,3,2025-06-11 08:49:00,1104.34,C10220,United Kingdom,3313.0199999999995
INV500140,P1030,Sports Socks Pack,Apparel,3,2025-06-11 08:49:00,277.51,C10220,United Kingdom,832.53
INV500141,P1028,Gift Wrapping Paper,Stationery,6,2025-08-11 14:59:00,156.18,C10357,Australia,937.08
INV500141,P1025,Kitchen Storage Jars,Home,2,2025-08-11 14:59:00,855.89,C10357,Australia,1711.78
INV500141,P1008,Scented Candle Set,Home,2,2025-08-11 14:59:00,510.61,C10357,Australia,1021.22
INV500141,P1024,Laptop Sleeve,Accessories,4,2025-08-11 14:59:00,914.58,C10357,Australia,3658.32
INV500141,P1021,Premium Tea Pack,Grocery,2,2025-08-11 14:59:00,355.64,C10357,Australia,711.28
INV500142,P1022,Dark Chocolate Box,Grocery,1,2025-02-06 12:49:00,531.92,C10249,India,531.92
INV500142,P1030,Sports Socks Pack,Apparel,1,2025-02-06 12:49:00,282.82,C10249,India,282.82
INV500143,P1024,Laptop Sleeve,Accessories,1,2025-04-13 18:23:00,754.83,C10240,India,754.83
INV500144,P1011,Desk Organizer,Office,1,2025-02-26 12:28:00,452.76,C10711,India,452.76
INV500144,P1007,Ceramic Coffee Mug,Home,1,2025-02-26 12:28:00,307.93,C10711,India,307.93
INV500145,P1028,Gift Wrapping Paper,Stationery,2,2025-07-04 21:06:00,174.74,C10676,India,349.48
INV500146,P1023,Water Bottle,Fitness,12,2025-04-06 11:32:00,550.67,C10091,United Kingdom,6608.039999999999
INV500146,P1001,Organic Cotton T-Shirt,Apparel,8,2025-04-06 11:32:00,579.68,C10091,United Kingdom,4637.44
INV500146,P1002,Denim Jacket,Apparel,2,2025-04-06 11:32:00,2020.68,C10091,United Kingdom,4041.36
INV500146,P1008,Scented Candle Set,Home,1,2025-04-06 11:32:00,621.72,C10091,United Kingdom,621.72
INV500146,P1017,Sunscreen SPF 50,Beauty,1,2025-04-06 11:32:00,433.99,C10091,United Kingdom,433.99
INV500147,P1006,Wireless Mouse,Electronics,8,2025-03-16 18:59:00,602.97,C10789,United Kingdom,4823.76
INV500147,P1011,Desk Organizer,Office,2,2025-03-16 18:59:00,434.65,C10789,United Kingdom,869.3
INV500147,P1003,Running Shoes,Footwear,4,2025-03-16 18:59:00,2145.24,C10789,United Kingdom,8580.96
INV500148,P1012,Notebook Pack,Office,2,2025-11-02 11:14:00,206.5,C10237,Netherlands,413.0
INV500148,P1003,Running Shoes,Footwear,1,2025-11-02 11:14:00,2078.17,C10237,Netherlands,2078.17
INV500148,P1023,Water Bottle,Fitness,12,2025-11-02 11:14:00,654.59,C10237,Netherlands,7855.08
INV500148,P1025,Kitchen Storage Jars,Home,2,2025-11-02 11:14:00,786.79,C10237,Netherlands,1573.58
INV500149,P1018,Hair Care Kit,Beauty,4,2025-07-21 17:47:00,1006.43,C10321,Netherlands,4025.72
INV500149,P1017,Sunscreen SPF 50,Beauty,2,2025-07-21 17:47:00,541.25,C10321,Netherlands,1082.5
INV500149,P1021,Premium Tea Pack,Grocery,2,2025-07-21 17:47:00,370.93,C10321,Netherlands,741.86
INV500150,P1003,Running Shoes,Footwear,4,2025-03-14 15:53:00,2892.9,C10530,United Kingdom,11571.6
INV500150,P1024,Laptop Sleeve,Accessories,3,2025-03-14 15:53:00,967.82,C10530,United Kingdom,2903.46
INV500150,P1017,Sunscreen SPF 50,Beauty,4,2025-03-14 15:53:00,538.23,C10530,United Kingdom,2152.92
INV500151,P1013,LED Table Lamp,Home,6,2025-09-19 17:10:00,1329.63,C10394,United Kingdom,7977.780000000001
INV500151,P1002,Denim Jacket,Apparel,2,2025-09-19 17:10:00,1768.78,C10394,United Kingdom,3537.56
INV500152,P1015,Luggage Tag Set,Travel,2,2025-01-02 17:48:00,204.7,C10208,United Kingdom,409.4
INV500152,P1016,Face Serum,Beauty,1,2025-01-02 17:48:00,931.4,C10208,United Kingdom,931.4
INV500154,P1023,Water Bottle,Fitness,2,2025-02-03 12:30:00,580.4,C10564,United Kingdom,1160.8
INV500155,P1030,Sports Socks Pack,Apparel,5,2025-02-14 15:46:00,273.13,C10542,Australia,1365.65
INV500155,P1026,Smart Watch Strap,Electronics,3,2025-02-14 15:46:00,398.68,C10542,Australia,1196.04
INV500155,P1023,Water Bottle,Fitness,1,2025-02-14 15:46:00,591.43,C10542,Australia,591.43
INV500155,P1010,Protein Shaker,Fitness,1,2025-02-14 15:46:00,330.11,C10542,Australia,330.11
INV500156,P1025,Kitchen Storage Jars,Home,2,2025-06-07 12:32:00,863.55,C10070,United Kingdom,1727.1
INV500156,P1001,Organic Cotton T-Shirt,Apparel,3,2025-06-07 12:32:00,573.76,C10070,United Kingdom,1721.28
INV500156,P1004,Leather Wallet,Accessories,2,2025-06-07 12:32:00,751.57,C10070,United Kingdom,1503.14
INV500157,P1019,Phone Stand,Electronics,4,2025-06-11 16:34:00,340.77,C10743,United Kingdom,1363.08
INV500158,P1013,LED Table Lamp,Home,4,2025-10-01 21:10:00,1209.34,C10642,United Kingdom,4837.36
INV500158,P1006,Wireless Mouse,Electronics,2,2025-10-01 21:10:00,781.9,C10642,United Kingdom,1563.8
INV500158,P1020,USB-C Cable,Electronics,1,2025-10-01 21:10:00,169.81,C10642,United Kingdom,169.81
INV500159,P1025,Kitchen Storage Jars,Home,12,2025-09-26 12:49:00,803.64,C10496,India,9643.68
INV500160,P1001,Organic Cotton T-Shirt,Apparel,1,2025-09-24 20:42:00,445.21,C10106,India,445.21
INV500160,P1019,Phone Stand,Electronics,1,2025-09-24 20:42:00,257.5,C10106,India,257.5
INV500160,P1025,Kitchen Storage Jars,Home,1,2025-09-24 20:42:00,926.5,C10106,India,926.5
INV500161,P1021,Premium Tea Pack,Grocery,2,2025-04-02 19:38:00,355.64,C10402,United Kingdom,711.28
INV500161,P1027,Desk Plant,Home,2,2025-04-02 19:38:00,297.85,C10402,United Kingdom,595.7
INV500161,P1023,Water Bottle,Fitness,4,2025-04-02 19:38:00,592.65,C10402,United Kingdom,2370.6
INV500161,P1015,Luggage Tag Set,Travel,1,2025-04-02 19:38:00,286.4,C10402,United Kingdom,286.4
INV500161,P1020,USB-C Cable,Electronics,1,2025-04-02 19:38:00,197.47,C10402,United Kingdom,197.47
INV500162,P1026,Smart Watch Strap,Electronics,3,2025-02-24 13:35:00,361.45,C10416,United Kingdom,1084.35
INV500162,P1010,Protein Shaker,Fitness,3,2025-02-24 13:35:00,340.35,C10416,United Kingdom,1021.0500000000001
INV500162,P1018,Hair Care Kit,Beauty,3,2025-02-24 13:35:00,1085.09,C10416,United Kingdom,3255.2699999999995
INV500163,P1003,Running Shoes,Footwear,2,2025-08-16 10:19:00,2629.44,C10100,Netherlands,5258.88
INV500163,P1020,USB-C Cable,Electronics,4,2025-08-16 10:19:00,217.42,C10100,Netherlands,869.68
INV500163,P1004,Leather Wallet,Accessories,1,2025-08-16 10:19:00,907.56,C10100,Netherlands,907.56
INV500163,P1022,Dark Chocolate Box,Grocery,3,2025-08-16 10:19:00,631.04,C10100,Netherlands,1893.12
INV500164,P1006,Wireless Mouse,Electronics,2,2025-07-15 14:34:00,785.39,C10416,United Kingdom,1570.78
INV500164,P1016,Face Serum,Beauty,1,2025-07-15 14:34:00,947.02,C10416,United Kingdom,947.02
INV500165,P1029,Cotton Bedsheet,Home,1,2025-11-25 20:26:00,1303.4,C10141,United Kingdom,1303.4
INV500165,P1026,Smart Watch Strap,Electronics,3,2025-11-25 20:26:00,448.81,C10141,United Kingdom,1346.43
INV500165,P1023,Water Bottle,Fitness,12,2025-11-25 20:26:00,613.7,C10141,United Kingdom,7364.400000000001
INV500165,P1020,USB-C Cable,Electronics,3,2025-11-25 20:26:00,233.64,C10141,United Kingdom,700.92
INV500165,P1030,Sports Socks Pack,Apparel,1,2025-11-25 20:26:00,296.03,C10141,United Kingdom,296.03
INV500166,P1025,Kitchen Storage Jars,Home,2,2025-11-10 08:57:00,790.15,C10320,Spain,1580.3
INV500166,P1001,Organic Cotton T-Shirt,Apparel,1,2025-11-10 08:57:00,574.96,C10320,Spain,574.96
INV500167,P1026,Smart Watch Strap,Electronics,5,2025-10-21 08:42:00,367.09,C10174,France,1835.4499999999998
INV500167,P1024,Laptop Sleeve,Accessories,1,2025-10-21 08:42:00,928.7,C10174,France,928.7
INV500167,P1020,USB-C Cable,Electronics,2,2025-10-21 08:42:00,220.45,C10174,France,440.9
INV500167,P1001,Organic Cotton T-Shirt,Apparel,1,2025-10-21 08:42:00,498.27,C10174,France,498.27
INV500167,P1010,Protein Shaker,Fitness,1,2025-10-21 08:42:00,378.45,C10174,France,378.45
INV500167,P1016,Face Serum,Beauty,2,2025-10-21 08:42:00,834.71,C10174,France,1669.42
INV500168,P1004,Leather Wallet,Accessories,2,2025-05-20 13:17:00,877.57,C10668,United Kingdom,1755.14
INV500168,P1009,Yoga Mat,Fitness,3,2025-05-20 13:17:00,883.89,C10668,United Kingdom,2651.67
INV500169,P1009,Yoga Mat,Fitness,1,2025-08-17 13:14:00,1032.86,C10107,United Kingdom,1032.86
INV500169,P1007,Ceramic Coffee Mug,Home,1,2025-08-17 13:14:00,310.27,C10107,United Kingdom,310.27
INV500169,P1002,Denim Jacket,Apparel,1,2025-08-17 13:14:00,1683.15,C10107,United Kingdom,1683.15
INV500169,P1001,Organic Cotton T-Shirt,Apparel,4,2025-08-17 13:14:00,533.53,C10107,United Kingdom,2134.12
INV500170,P1009,Yoga Mat,Fitness,1,2025-07-15 14:21:00,996.14,C10064,India,996.14
INV500170,P1027,Desk Plant,Home,3,2025-07-15 14:21:00,299.16,C10064,India,897.48
INV500170,P1030,Sports Socks Pack,Apparel,1,2025-07-15 14:21:00,314.11,C10064,India,314.11
INV500170,P1006,Wireless Mouse,Electronics,2,2025-07-15 14:21:00,702.87,C10064,India,1405.74
INV500170,P1003,Running Shoes,Footwear,8,2025-07-15 14:21:00,2372.08,C10064,India,18976.64
INV500170,P1016,Face Serum,Beauty,2,2025-07-15 14:21:00,1048.17,C10064,India,2096.34
INV500170,P1007,Ceramic Coffee Mug,Home,1,2025-07-15 14:21:00,286.53,C10064,India,286.53
INV500171,P1002,Denim Jacket,Apparel,3,2025-11-20 15:47:00,1962.54,C10087,Singapore,5887.62
INV500172,P1011,Desk Organizer,Office,2,2025-08-19 08:02:00,402.4,C10832,United Kingdom,804.8
INV500172,P1026,Smart Watch Strap,Electronics,4,2025-08-19 08:02:00,360.65,C10832,United Kingdom,1442.6
INV500173,P1001,Organic Cotton T-Shirt,Apparel,1,2025-01-24 11:44:00,551.76,C10634,United Kingdom,551.76
INV500173,P1006,Wireless Mouse,Electronics,2,2025-01-24 11:44:00,774.28,C10634,United Kingdom,1548.56
INV500173,P1021,Premium Tea Pack,Grocery,3,2025-01-24 11:44:00,373.75,C10634,United Kingdom,1121.25
INV500174,P1004,Leather Wallet,Accessories,2,2025-01-24 17:11:00,855.46,C10783,Germany,1710.92
INV500174,P1009,Yoga Mat,Fitness,5,2025-01-24 17:11:00,1039.44,C10783,Germany,5197.200000000001
INV500175,P1026,Smart Watch Strap,Electronics,1,2025-10-31 22:18:00,347.73,C10092,India,347.73
INV500175,P1025,Kitchen Storage Jars,Home,3,2025-10-31 22:18:00,861.48,C10092,India,2584.44
INV500176,P1004,Leather Wallet,Accessories,3,2025-05-01 11:07:00,734.69,C10572,United Kingdom,2204.07
INV500176,P1025,Kitchen Storage Jars,Home,2,2025-05-01 11:07:00,688.56,C10572,United Kingdom,1377.12
